GEOID,latino_pop,total_pop
30077,161,6946
30079,33,1088
30081,1584,44174
30083,605,11491
30085,239,10794
30087,234,8329
30089,346,12400
30091,107,3539
30093,1638,35133
30095,269,8963
30097,98,3678
30099,85,6226
30101,178,4971
30103,31,762
30105,174,7578
30107,68,2069
30109,27,937
30111,10115,164731
31001,3659,31205
31003,221,6295
31005,12,434
31007,51,674
31009,11,431
31011,183,5379
31013,1246,10842
31015,33,1810
31017,176,2903
31019,5062,50084
31021,172,6722
31023,482,8369
31025,988,26598
31027,186,8380
31029,562,3893
31031,148,5455
31033,751,9468
31035,523,6104
31037,4993,10582
31039,1112,9013
31041,388,10545
31043,8811,21582
31045,328,8199
31047,8643,24111
31049,100,1838
31051,796,5606
31053,6083,37167
31055,80820,584526
31057,103,1654
31059,177,5551
31061,82,2889
31063,81,2519
31065,220,4636
31067,635,21704
31069,88,1874
31071,24,1813
31073,95,1893
31075,12,611
31077,52,2188
31079,19181,62895
31081,320,9429
31083,90,3073
31085,63,856
31087,87,2616
31089,521,10127
31091,11,711
31093,146,6475
31095,361,7240
31097,629,5290
31099,385,6688
31101,750,8335
31103,20,769
31105,262,3434
31107,185,8391
31109,25844,322608
31111,3011,34676
31113,23,716
31115,18,607
31117,3,399
31119,5514,35585
31121,372,7668
31123,648,4555
31125,60,3380
31127,208,7074
31129,118,4095
31131,1262,15912
31133,39,2544
31135,146,2858
31137,551,8968
31139,142,7317
31141,7252,34296
31143,259,5214
31145,687,10702
31147,155,7871
31149,20,1262
31151,4067,14292
31153,20055,190604
31155,585,22278
31157,8203,36084
31159,496,17609
31161,222,5127
31163,82,2959
31165,43,1135
31167,352,5842
31169,136,5034
31171,29,669
31173,260,6773
31175,116,4059
31177,619,20865
31179,991,9697
31181,148,3395
31183,20,774
31185,839,14125
32001,3586,25516
32003,701416,2265461
32005,6141,49488
32007,13592,53702
32009,139,729
32011,178,1855
32013,4511,17285
32015,1256,5734
32017,294,4499
32019,10339,59235
32021,508,4554
32023,7927,51591
32027,1499,6650
32029,340,4104
32031,122204,486492
32033,1457,9080
32510,14870,58639
33001,1261,63705
33003,769,50107
33005,1802,76458
33007,672,31268
33009,2579,91118
33011,33498,422937
33013,3880,153808
33015,10257,314176
33017,3914,130889
33019,822,43063
34001,53713,274534
34003,204683,955732
34005,40387,461860
34007,95255,523485
34009,7465,95263
34011,53054,154152
34013,210353,863728
34015,22135,302294
34017,293019,724854
34019,10929,128947
34021,84177,387340
34023,193687,863162
34025,80730,643615
34027,76661,509285
34029,66329,637229
34031,224030,524118
34033,6535,64837
34035,57379,345361
34037,14310,144221
34039,195519,575345
34041,12225,109632
35001,329481,676444
35003,602,3579
35005,37097,65157
35006,8644,27172
35007,5878,12387
35009,21796,48430
35011,654,1698
35013,147672,219561
35015,31307,62314
35017,13466,28185
35019,3436,4452
35021,282,657
35023,2390,4178
35025,45193,74455
35027,6496,20269
35028,3435,19419
35029,16670,25427
35031,8611,72902
35033,3301,4189
35035,26152,67839
35037,3848,8746
35039,27159,40363
35041,8397,19191
35043,57617,148834
35045,23630,121661
35047,20490,27201
35049,74377,154823
35051,3311,11576
35053,8353,16595
35055,17430,34489
35057,6265,15045
35059,1596,4079
35061,45775,76205
36001,21595,314848
36003,965,46456
36005,806463,1472654
36007,10285,198683
36009,1615,77042
36011,2636,76248
36013,11769,127657
36015,2938,84148
36017,1117,47220
36019,2856,79843
36021,3542,61570
36023,1658,46809
36025,1985,44308
36027,42224,295911
36029,59658,954236
36031,978,37381
36033,1387,47555
36035,2134,53324
36037,2752,58388
36039,3109,47931
36041,100,5107
36043,1530,60139
36045,7990,116721
36047,516426,2736074
36049,460,26582
36051,2721,61834
36053,1673,68016
36055,72745,759443
36057,7312,49532
36059,256425,1395774
36061,402640,1694251
36063,7818,212666
36065,15191,232125
36067,26572,476516
36069,6113,112458
36071,89744,401310
36073,2087,40343
36075,3616,117525
36077,2392,58524
36079,17760,97668
36081,667861,2405464
36083,9482,161130
36085,96960,495747
36087,66451,338329
36089,2832,108505
36091,8667,235509
36093,12505,158061
36095,1075,29714
36097,329,17898
36099,1367,33814
36101,1718,93584
36103,332959,1525920
36105,14007,78624
36107,1117,48455
36109,7077,105740
36111,21119,181851
36113,1752,65737
36115,1761,61302
36117,4514,91283
36119,269334,1004457
36121,1490,40531
36123,674,24774
37001,24703,171415
37003,1836,36444
37005,1288,10888
37007,665,22055
37009,1519,26577
37011,987,17806
37013,3433,44652
37015,330,17934
37017,2546,29606
37019,7420,136693
37021,21922,269452
37023,7184,87570
37025,27263,225804
37027,4923,80652
37029,340,10355
37031,3119,67686
37033,1002,22736
37035,17377,160610
37037,10372,76285
37039,899,28774
37041,530,13708
37043,438,11089
37045,4039,99519
37047,2613,50623
37049,7195,100720
37051,39498,334728
37053,1218,28100
37055,2554,36915
37057,13902,168930
37059,3375,42712
37061,10813,48715
37063,50104,324833
37065,2706,48900
37067,54688,382590
37069,6962,68573
37071,20068,227943
37073,201,10478
37075,219,8030
37077,6211,60992
37079,2936,20451
37081,52152,541299
37083,1454,48622
37085,18899,133568
37087,2829,62089
37089,14999,116281
37091,1579,21552
37093,7687,52082
37095,347,4589
37097,15777,186693
37099,3292,43109
37101,34400,215999
37103,394,9172
37105,13122,63285
37107,4365,55122
37109,6412,86810
37111,2947,44578
37113,3498,37014
37115,748,21193
37117,895,22031
37119,169922,1115482
37121,701,14903
37123,3924,25751
37125,7365,99727
37127,7322,94970
37129,17300,225702
37131,353,17471
37133,27641,204576
37135,15812,148696
37137,496,12276
37139,2237,40568
37141,4982,60203
37143,309,13005
37145,2195,39097
37147,12968,170243
37149,1026,19328
37151,19051,144171
37153,3072,42946
37155,11757,116530
37157,6086,91096
37159,15940,146875
37161,3286,64444
37163,12249,59036
37165,1106,34174
37167,3086,62504
37169,1456,44520
37171,8496,71359
37173,592,14117
37175,1698,32986
37177,272,3245
37179,30110,238267
37181,3717,42578
37183,128241,1129410
37185,739,18642
37187,371,11003
37189,3521,54086
37191,14927,117333
37193,4654,65969
37195,9024,78784
37197,4382,37214
37199,1016,18470
38001,36,2200
38003,185,10853
38005,89,5964
38007,22,945
38009,141,6379
38011,129,2993
38013,59,2201
38015,3084,98458
38017,6182,184525
38019,45,3704
38021,199,4999
38023,53,2195
38025,107,4095
38027,77,2347
38029,35,3301
38031,66,3397
38033,48,1736
38035,3657,73170
38037,26,2301
38039,24,2306
38041,34,2489
38043,52,2394
38045,88,4093
38047,35,1876
38049,98,5345
38051,53,2530
38053,1532,14704
38055,148,9771
38057,218,8350
38059,1312,33291
38061,768,9809
38063,69,3015
38065,28,1877
38067,243,6844
38069,72,3990
38071,274,11605
38073,129,5703
38075,37,2282
38077,574,16529
38079,137,12187
38081,91,3862
38083,10,1265
38085,63,3898
38087,8,706
38089,2274,33646
38091,36,1798
38093,593,21593
38095,34,2162
38097,297,7997
38099,1316,10563
38101,4590,69919
38103,38,3982
38105,3897,40950
39001,217,27477
39003,3272,102206
39005,862,52447
39007,4489,97574
39009,1450,62431
39011,781,46422
39013,824,66497
39015,487,43676
39017,25265,390357
39019,299,26721
39021,648,38714
39023,5313,136001
39025,4956,208601
39027,765,42018
39029,1752,101877
39031,401,36612
39033,638,42025
39035,83327,1264817
39037,859,51881
39039,3950,38286
39041,7012,214124
39043,3130,75622
39045,4021,158921
39047,681,28951
39049,91182,1323807
39051,3791,42713
39053,262,29220
39055,1664,95397
39057,5216,167966
39059,444,38438
39061,36250,830639
39063,4198,74920
39065,697,30696
39067,130,14483
39069,2187,27662
39071,424,43317
39073,232,28050
39075,474,44223
39077,4084,58565
39079,306,32653
39081,1159,65249
39083,1196,62721
39085,11362,232603
39087,618,58240
39089,3988,178519
39091,1004,46150
39093,32917,312964
39095,32167,431279
39097,1263,43824
39099,14093,228614
39101,1956,65359
39103,4592,182470
39105,172,22210
39107,928,42528
39109,2199,108774
39111,67,13385
39113,21179,537309
39115,127,13802
39117,580,34950
39119,1055,86410
39121,173,14115
39123,2059,40364
39125,1010,18806
39127,252,35408
39129,903,58539
39131,219,27088
39133,3505,161791
39135,386,40999
39137,2229,34451
39139,2615,124936
39141,1031,77093
39143,6055,58896
39145,1052,74008
39147,2899,55069
39149,787,48230
39151,10516,374853
39153,13206,540428
39155,4179,201977
39157,3962,93263
39159,1534,62784
39161,1097,28931
39163,84,12800
39165,7738,242337
39167,717,59771
39169,2755,116894
39171,1862,37102
39173,8280,132248
39175,641,21900
40001,1252,19495
40003,279,5699
40005,548,14143
40007,1304,5049
40009,2684,22410
40011,985,8735
40013,3428,46067
40015,4335,26945
40017,16377,154405
40019,3622,48003
40021,3437,47078
40023,595,14204
40025,563,2296
40027,30312,295528
40029,198,5266
40031,16645,121125
40033,361,5527
40035,427,14107
40037,3412,71754
40039,5384,28513
40041,1621,40397
40043,260,4484
40045,340,3749
40047,8982,62846
40049,2452,25656
40051,3520,54795
40053,184,4169
40055,665,5491
40057,740,2488
40059,733,3272
40061,529,11561
40063,755,13367
40065,5937,24785
40067,584,5337
40069,581,10272
40071,3652,43700
40073,2755,15184
40075,953,8509
40077,344,9444
40079,3573,48129
40081,1137,33458
40083,4003,49555
40085,1685,10146
40087,3699,41662
40089,1894,30814
40091,491,18941
40093,784,7782
40095,2605,15312
40097,1375,39046
40099,926,13904
40101,4499,66339
40103,420,10924
40105,241,9320
40107,342,11310
40109,153498,796292
40111,1708,36706
40113,1872,45818
40115,1708,30285
40117,467,15553
40119,5373,81646
40121,2266,43773
40123,2208,38065
40125,4288,72454
40127,376,10812
40129,256,3442
40131,5257,95240
40133,1176,23556
40135,1726,39281
40137,3452,42848
40139,10823,21384
40141,1923,6968
40143,100049,669279
40145,6137,80981
40147,3360,52455
40149,980,10924
40151,613,8624
40153,3006,20470
41001,809,16668
41003,8524,95184
41005,40342,421401
41007,3848,41072
41009,3070,52589
41011,4292,64929
41013,1803,24738
41015,1674,23446
41017,17237,198253
41019,6654,111201
41021,107,1995
41023,283,7233
41025,394,7495
41027,7148,23977
41029,30399,223259
41031,5002,24502
41033,7037,88090
41035,8772,69413
41037,802,8160
41039,37780,382971
41041,4851,50395
41043,12571,128610
41045,10320,31571
41047,95740,345920
41049,4988,12186
41051,103753,815428
41053,12730,87433
41055,119,1870
41057,2946,27390
41059,22622,80075
41061,1347,26196
41063,257,7391
41065,5017,26670
41067,107642,600372
41069,84,1451
41071,17793,107722
42001,7790,103852
42003,34325,1250578
42005,490,65558
42007,3611,168215
42009,519,47577
42011,99550,428849
42013,1708,122822
42015,873,59967
42017,39770,646538
42019,3665,193763
42021,2465,133472
42023,86,4547
42025,3642,64749
42027,5651,158172
42029,43542,534413
42031,387,37241
42033,2637,80562
42035,662,37450
42037,2140,64727
42039,1241,83938
42041,11975,259469
42043,31251,286401
42045,26772,576830
42047,294,30990
42049,12030,270876
42051,1578,128804
42053,323,6973
42055,10764,155932
42057,146,14556
42059,510,35954
42061,852,44092
42063,1476,83246
42065,397,44492
42067,908,23509
42069,18267,215896
42071,61171,552984
42073,1655,86070
42075,20348,143257
42077,96981,374557
42079,46898,325594
42081,2374,114188
42083,642,40432
42085,1609,110652
42087,979,46143
42089,28558,168327
42091,54512,856553
42093,487,18136
42095,44597,312951
42097,4151,91647
42099,912,45842
42101,238277,1603797
42103,6719,58535
42105,247,16396
42107,8064,143049
42109,977,39736
42111,1037,74129
42113,105,5840
42115,847,38434
42117,640,41045
42119,2000,42681
42121,577,50454
42123,415,38587
42125,4021,209349
42127,2347,51155
42129,5230,354663
42131,581,26069
42133,39360,456438
44001,1943,50793
44003,9665,170363
44005,5592,85643
44007,160323,660741
44009,4578,129839
45001,423,24295
45003,11526,168808
45005,194,8039
45007,9574,203718
45009,141,13311
45011,520,20589
45013,23411,187117
45015,20328,229861
45017,487,14119
45019,29280,408235
45021,2777,56216
45023,795,32294
45025,2086,43273
45027,907,31144
45029,1380,38604
45031,1396,62905
45033,856,28292
45035,10861,161540
45037,1371,25657
45039,423,20948
45041,4283,137059
45043,2225,63404
45045,58025,525534
45047,4749,69351
45049,666,18561
45051,24304,351029
45053,5079,28791
45055,3466,65403
45057,6294,96016
45059,4147,67539
45061,295,16531
45063,21797,293991
45065,123,9526
45067,710,29183
45069,575,26667
45071,3305,37719
45073,4384,78607
45075,1967,84223
45077,6572,131404
45079,26095,416147
45081,3012,18862
45083,27732,327997
45085,4302,105556
45087,438,27244
45089,619,31026
45091,18938,282090
46003,219,2747
46005,2741,19149
46007,87,3381
46009,117,7003
46011,1427,34375
46013,1659,38301
46015,106,5247
46017,13,1948
46019,410,10243
46021,37,1377
46023,228,9373
46025,169,3837
46027,458,14967
46029,739,28325
46031,46,3902
46033,211,8318
46035,913,19956
46037,153,5449
46039,137,4295
46041,81,5239
46043,54,2835
46045,61,3986
46047,180,6973
46049,46,2125
46051,480,7556
46053,52,3994
46055,19,1872
46057,288,6164
46059,49,3145
46061,33,3461
46063,32,1311
46065,490,17765
46067,157,7427
46069,24,1262
46071,61,2806
46073,74,1663
46075,11,917
46077,119,5187
46079,606,11059
46081,922,25768
46083,1679,65161
46085,45,3718
46087,175,5682
46089,53,2411
46091,255,4306
46093,1301,29852
46095,39,1918
46097,42,2298
46099,12034,197214
46101,314,6336
46102,402,13672
46103,5575,109222
46105,38,2835
46107,39,2472
46109,215,10280
46111,57,2330
46115,143,6361
46117,31,2980
46119,42,1446
46121,222,9319
46123,54,5624
46125,249,8673
46127,661,16811
46129,99,5315
46135,1234,23310
46137,34,2413
47001,2820,77123
47003,7665,50237
47005,375,15864
47007,459,14913
47009,5709,135280
47011,8461,108620
47013,500,39272
47015,395,14506
47017,769,28440
47019,1181,56356
47021,1839,41072
47023,528,17341
47025,490,32043
47027,130,7581
47029,954,35999
47031,3259,57889
47033,1498,13911
47035,1936,61145
47037,98119,715884
47039,358,11435
47041,1449,20080
47043,2582,54315
47045,1303,36801
47047,1430,41990
47049,316,18489
47051,1502,42774
47053,1439,50429
47055,728,30346
47057,773,23527
47059,2535,70152
47061,175,13529
47063,9483,64499
47065,27075,366207
47067,40,6662
47069,494,25462
47071,565,26831
47073,889,56721
47075,838,17864
47077,719,27842
47079,877,32199
47081,681,24925
47083,202,8283
47085,449,18990
47087,245,11617
47089,2392,54683
47091,516,17948
47093,28568,478971
47095,175,7005
47097,587,25143
47099,1117,44159
47101,326,12582
47103,1268,35319
47105,5356,54886
47107,2161,53276
47109,438,25866
47111,1684,25216
47113,4722,98823
47115,601,28837
47117,2235,34318
47119,7660,100974
47121,220,12758
47123,1937,46250
47125,22934,220069
47127,101,6461
47129,299,21035
47131,1574,30787
47133,344,22511
47135,127,8366
47137,83,5001
47139,297,17544
47141,6256,79854
47143,1960,32870
47145,1011,53404
47147,6878,72803
47149,38317,341486
47151,205,21850
47153,621,15826
47155,8614,98380
47157,77707,929744
47159,518,19904
47161,336,13657
47163,3548,158163
47165,12870,196281
47167,1686,60970
47169,375,11615
47171,1107,17928
47173,404,19802
47175,83,6168
47177,3943,40953
47179,6136,133001
47181,379,16232
47183,905,32902
47185,736,27351
47187,14261,247726
47189,8375,147737
48001,11111,57922
48003,10400,18610
48005,19732,86395
48007,6158,23830
48009,742,8560
48011,144,1848
48013,31178,48981
48015,8052,30167
48017,4540,6904
48019,4010,20851
48021,41484,97216
48023,439,3465
48025,19392,31047
48027,93467,370647
48029,1190958,2009324
48031,2092,11374
48033,86,631
48035,3321,18235
48037,7602,92893
48039,115202,372031
48041,63067,233849
48043,3963,9546
48045,368,1435
48047,6242,7076
48049,8211,38095
48051,3712,17642
48053,11199,49130
48055,25468,45883
48057,9858,20106
48059,1306,13708
48061,376680,421017
48063,3222,12464
48065,558,5807
48067,1336,28454
48069,4784,7371
48071,10952,46571
48073,11797,50412
48075,1942,6664
48077,641,10218
48079,1527,2547
48081,661,3285
48083,1192,7684
48085,169158,1064465
48087,832,2652
48089,5990,20557
48091,43590,161501
48093,3867,13594
48095,1033,3303
48097,8519,41668
48099,16482,83093
48101,327,1380
48103,3158,4675
48105,1920,3098
48107,2829,5133
48109,1645,2188
48111,3707,7115
48113,1057835,2613539
48115,6767,12456
48117,13925,18583
48119,394,5230
48121,182778,906422
48123,6890,19824
48125,512,1770
48127,7487,8615
48129,356,3258
48131,7962,9831
48133,2934,17725
48135,100051,165171
48137,718,1422
48139,52032,192455
48141,715351,865657
48143,9254,42545
48145,3965,16968
48147,4218,35662
48149,5216,24435
48151,973,3672
48153,3067,5402
48155,197,1095
48157,198580,822779
48159,1455,10359
48161,3155,19435
48163,14171,18385
48165,8401,21598
48167,88636,350682
48169,3272,5816
48171,5766,26725
48173,387,1116
48175,2288,7012
48177,9897,19653
48179,6347,21227
48181,20868,135543
48183,24040,124239
48185,7361,29268
48187,65233,172706
48189,19489,32522
48191,950,2825
48193,1045,8222
48195,2615,5285
48197,818,3549
48199,3417,56231
48201,2034709,4731145
48203,9839,68839
48205,1631,5382
48207,1377,5416
48209,92871,241067
48211,1137,3382
48213,11242,82150
48215,800001,870781
48217,7884,35874
48219,10624,21537
48221,7958,61598
48223,6484,36787
48225,3071,22066
48227,16174,34860
48229,2036,3202
48231,19673,99956
48233,4961,20617
48235,349,1513
48237,1521,8472
48239,4829,14988
48241,2198,32980
48243,613,1996
48245,58915,256526
48247,4281,4838
48249,30835,38891
48251,42613,179927
48253,5504,19663
48255,7734,14710
48257,36165,145310
48259,10029,44279
48261,261,350
48263,81,753
48265,13598,52598
48267,986,4286
48269,25,265
48271,1470,3129
48273,21920,31040
48275,1130,3353
48277,4412,50088
48279,7449,13045
48281,4179,21627
48283,4908,6664
48285,3936,20337
48287,4479,17478
48289,2446,15719
48291,30797,91628
48293,5013,22146
48295,1123,3059
48297,4790,11335
48299,2508,21243
48301,1,64
48303,109170,310639
48305,2352,5596
48307,2369,7630
48309,68587,260579
48311,224,600
48313,3415,13455
48315,389,9725
48317,2255,5237
48319,883,3953
48321,15455,36255
48323,54936,57887
48325,25455,50748
48327,662,1962
48329,73331,169983
48331,6264,24754
48333,728,4456
48335,3454,8990
48337,2361,19965
48339,164089,620443
48341,12647,21358
48343,1182,11973
48345,153,1063
48347,13597,64653
48349,16049,52624
48351,344,12217
48353,5354,14738
48355,217052,353178
48357,5470,10015
48359,313,1758
48361,7265,84808
48363,5614,28409
48365,2190,22491
48367,19819,148222
48369,6504,9869
48371,10845,15193
48373,7345,50123
48375,45193,118525
48377,4991,6131
48379,1109,12164
48381,31583,140753
48383,2283,3385
48385,692,2758
48387,766,11587
48389,12510,14748
48391,3306,6741
48393,50,827
48395,3528,16757
48397,20560,107819
48399,3354,9900
48401,9579,52214
48403,393,9894
48405,639,7918
48407,4822,27402
48409,38220,68755
48411,1749,5730
48413,1275,2451
48415,7139,16932
48417,363,3105
48419,4685,24022
48421,1315,2782
48423,47281,233479
48425,1687,9205
48427,64393,65920
48429,2204,9101
48431,449,1372
48433,226,1245
48435,2093,3372
48437,3147,6971
48439,620907,2110640
48441,34756,143208
48443,370,760
48445,6569,11831
48447,145,1440
48449,13680,31247
48451,47066,120003
48453,421110,1290188
48455,1314,13602
48457,1520,19798
48459,3986,40892
48461,1797,3308
48463,17317,24564
48465,38207,47586
48467,7071,59541
48469,42931,91319
48471,16578,76400
48473,18486,56794
48475,6325,11644
48477,6425,35805
48479,254354,267114
48481,16967,41570
48483,1227,4990
48485,25803,129350
48487,3734,12887
48489,17611,20164
48491,147088,609017
48493,19232,49753
48495,4732,7791
48497,13694,68632
48499,4894,44843
48501,4968,7694
48503,3508,17867
48505,12999,13889
48507,8944,9670
49001,1066,7072
49003,5537,57666
49005,15076,133154
49007,2677,20412
49009,29,935
49011,39295,362679
49013,1285,19596
49015,705,9825
49017,384,5083
49019,1226,9669
49021,5482,57289
49023,574,11786
49025,322,7667
49027,1774,12975
49029,338,12295
49031,124,1438
49033,97,2510
49035,232088,1185238
49037,747,14518
49039,3043,28437
49041,1053,21522
49043,4737,42357
49045,9522,72698
49047,2834,35620
49049,88531,659399
49051,5046,34788
49053,20482,180279
49055,96,2486
49057,48742,262223
50001,1153,37363
50003,939,37347
50005,605,30233
50007,4751,168323
50009,67,5920
50011,915,49946
50013,127,7293
50015,651,25945
50017,477,29277
50019,462,27393
50021,1225,60572
50023,1569,59807
50025,1333,45905
50027,1230,57753
51001,3430,33413
51003,8453,112395
51005,178,15223
51007,425,13265
51009,838,31307
51011,344,16119
51013,37362,238643
51015,2728,77487
51017,73,4209
51019,2055,79462
51021,60,6270
51023,776,33596
51025,387,15849
51027,177,20355
51029,413,16824
51031,1815,55696
51033,1968,30887
51035,1042,29155
51036,101,6773
51037,253,11529
51041,40236,364548
51043,887,14783
51045,53,4892
51047,7509,52552
51049,241,9675
51051,83,14124
51053,1128,27947
51057,369,10599
51059,199234,1150309
51061,7793,72972
51063,487,15476
51065,1107,27249
51067,1955,54477
51069,9990,91419
51071,244,16787
51073,1410,38711
51075,862,24727
51077,596,15333
51079,1330,20552
51081,276,11391
51083,760,34022
51085,3938,109979
51087,22085,334389
51089,3301,50948
51091,35,2232
51093,1199,38606
51095,5199,78254
51097,182,6608
51099,1582,26723
51101,476,17810
51103,125,10919
51105,476,22173
51107,59744,420959
51109,1365,37596
51111,589,11936
51113,441,13837
51115,197,8533
51117,821,30319
51119,259,10625
51121,4651,99721
51125,663,14775
51127,731,22945
51131,1068,12282
51133,351,11839
51135,773,15642
51137,2171,36254
51139,497,23709
51141,567,17608
51143,1712,60501
51145,792,30333
51147,1088,21849
51149,4344,43010
51153,121524,482204
51155,704,33800
51157,289,7348
51159,597,8923
51161,3507,96929
51163,513,22650
51165,7093,83757
51167,168,25781
51169,255,21576
51171,3726,44186
51173,558,29800
51175,332,17996
51177,16654,140032
51179,23646,156927
51181,149,6561
51183,306,10829
51185,507,40429
51187,2413,40727
51191,891,53935
51193,1049,18477
51195,452,36130
51197,355,28290
51199,5136,70045
51510,29372,159467
51520,455,17219
51530,229,6641
51540,3207,46553
51550,17824,249422
51570,1276,18170
51580,179,5737
51590,2074,42590
51595,345,5766
51600,4278,24146
51610,1529,14658
51620,218,8180
51630,3472,27982
51640,1061,6720
51650,8411,137148
51660,12045,51814
51670,1889,23033
51678,335,7320
51680,3880,79009
51683,18345,42772
51685,7799,17219
51690,1025,13485
51700,19288,186247
51710,23130,238005
51720,81,3687
51730,1970,33458
51735,463,12460
51740,4413,97915
51750,765,16070
51760,23747,226610
51770,8484,100011
51775,1088,25346
51790,1088,25750
51800,4252,94324
51810,40404,459470
51820,1945,22196
51830,1215,15425
51840,5494,28120
53001,13120,20613
53003,915,22285
53005,49339,206873
53007,22104,79074
53009,4732,77155
53011,58790,503311
53013,304,3952
53015,10802,110730
53017,14637,42938
53019,210,7178
53021,52445,96749
53023,110,2286
53025,42401,99123
53027,7834,75636
53029,7118,86857
53031,1305,32977
53033,243021,2269675
53035,24184,275611
53037,4594,44337
53039,2913,22735
53041,8830,82149
53043,385,10876
53045,7595,65726
53047,8197,42104
53049,2196,23365
53051,448,13401
53053,111811,921130
53055,1298,17788
53057,23792,129523
53059,765,12036
53061,95644,827957
53063,35350,539339
53065,1685,46445
53067,29024,294793
53069,183,4422
53071,14206,62584
53073,22825,226847
53075,4052,47973
53077,130049,256728
54001,192,15465
54003,6893,122076
54005,133,21809
54007,85,12447
54009,287,22559
54011,1562,94350
54013,48,6229
54015,52,8051
54017,77,7808
54019,525,40488
54021,244,7408
54023,91,10976
54025,571,32977
54027,337,23093
54029,424,29095
54031,659,14299
54033,1403,65921
54035,230,27791
54037,4137,57701
54039,2720,180745
54041,191,17033
54043,171,20463
54045,224,32567
54047,390,19111
54049,875,56205
54051,354,30591
54053,170,25453
54055,705,59664
54057,309,26938
54059,164,23568
54061,3308,105822
54063,94,12376
54065,236,17063
54067,173,24604
54069,647,42425
54071,57,6143
54073,63,7653
54075,107,7869
54077,695,34216
54079,811,57440
54081,1197,74591
54083,312,27932
54085,80,8444
54087,152,14028
54089,185,11959
54091,179,16705
54093,56,6762
54095,53,8313
54097,316,23816
54099,319,38982
54101,50,8378
54103,148,14442
54105,22,5194
54107,1174,84296
54109,170,21382
55001,797,20654
55003,383,16027
55005,1277,46711
55007,279,16220
55009,26216,268740
55011,327,13317
55013,254,16526
55015,2857,52442
55017,1257,66297
55019,2098,34659
55021,2139,58490
55023,260,16113
55025,41954,561504
55027,5490,89396
55029,1138,30066
55031,768,44295
55033,1035,45440
55035,3118,105710
55037,66,4558
55039,6717,104154
55041,155,9179
55043,1236,51938
55045,1500,37093
55047,979,19018
55049,455,23709
55051,72,6137
55053,678,21145
55055,7068,84900
55057,727,26718
55059,24546,169151
55061,834,20563
55063,3051,120784
55065,1089,16611
55067,459,19491
55069,529,28415
55071,4050,81359
55073,4453,138013
55075,1079,41872
55077,488,15592
55078,136,4255
55079,153017,939489
55081,2560,46274
55083,848,38965
55085,575,37845
55087,9423,190705
55089,3098,91503
55091,157,7318
55093,1220,42212
55095,947,44977
55097,2620,70377
55099,180,14054
55101,27911,197727
55103,526,17304
55105,15800,163687
55107,250,14188
55109,2679,93536
55111,4050,65763
55113,358,18074
55115,1176,40881
55117,8662,118034
55119,567,19913
55121,3957,30760
55123,464,30714
55125,459,23047
55127,12550,106478
55129,299,16623
55131,4827,136761
55133,21835,406978
55135,1864,51812
55137,1693,24520
55139,8328,171730
55141,2376,74207
56001,3910,37066
56003,1069,11521
56005,4283,47026
56007,2600,14537
56009,1062,13751
56011,112,7181
56013,2421,39234
56015,1212,12498
56017,177,4621
56019,347,8447
56021,15602,100512
56023,959,19581
56025,7169,79955
56027,76,2467
56029,1697,29624
56031,695,8605
56033,1416,30921
56035,636,8728
56037,6957,42272
56039,3295,23331
56041,1986,20450
56043,1070,7685
56045,295,6838
72001,17961,18020
72003,37860,38136
72005,54227,55101
72007,24091,24223
72009,24410,24637
72011,25344,25596
72013,87117,87754
72015,15708,15843
72017,22542,22657
72019,28905,28983
72021,183263,185187
72023,46589,47158
72025,126270,127244
72027,32525,32827
72029,42044,42337
72031,152417,154815
72033,22923,23155
72035,41400,41652
72037,11099,11307
72039,16891,16984
72041,39762,39970
72043,34464,34668
72045,18812,18883
72047,34396,34571
72049,1599,1792
72051,34666,35879
72053,31554,32124
72054,11637,11692
72055,13663,13787
72057,36371,36614
72059,17721,17784
72061,87894,89780
72063,40316,40622
72065,38171,38486
72067,15536,15654
72069,49903,50896
72071,42395,42943
72073,14703,14779
72075,46285,46538
72077,36794,37012
72079,23160,23334
72081,27909,28105
72083,8803,8874
72085,34983,35180
72087,23549,23693
72089,17263,17781
72091,39198,39492
72093,4729,4755
72095,10530,10589
72097,72107,73077
72099,37316,37460
72101,28604,28727
72103,23190,23386
72105,29131,29241
72107,21338,21434
72109,15878,15985
72111,20299,20399
72113,136300,137491
72115,23441,23638
72117,14409,15187
72119,46484,47060
72121,22602,22729
72123,25577,25789
72125,31639,31879
72127,334601,342259
72129,37520,37693
72131,39110,39345
72133,20166,20281
72135,66453,66852
72137,74515,75293
72139,67126,67740
72141,28072,28287
72143,34967,35395
72145,54012,54414
72147,7586,8249
72149,22008,22093
72151,30258,30426
72153,33982,34172
